,Unnamed: 0,filename,sr,cleaned_sr,length,cleaned_length,emotion,emo_label,intensity,int_label,stmt,stmt_label,repetition,sex,sex_label,actor,neutral,calm,happy,sad,angry,fearful,disgust,surprised,y_pred
11,11,02-02-02-02-01.wav,48000,16000,4.004,2.3378125,calm,1,2,strong,2,Dogs are sitting by the door,2,male,1,1,0.14443941414356232,0.4744122624397278,0.032640885561704636,0.17314288020133972,0.025625327602028847,0.04737154394388199,0.07704972475767136,0.025317998602986336,calm
12,12,03-01-01-01-01.wav,48000,16000,3.470145833333333,1.719875,happy,2,1,normal,1,Kids are talking by the door,1,male,1,1,0.2606930434703827,0.21889889240264893,0.15401719510555267,0.15768884122371674,0.022191224619746208,0.04130147024989128,0.0601089708507061,0.08510034531354904,neutral
13,13,03-01-01-02-01.wav,48000,16000,3.470125,1.8448125,happy,2,1,normal,1,Kids are talking by the door,2,male,1,1,0.22011052072048187,0.11947178840637207,0.19529937207698822,0.14380082488059998,0.043812695890665054,0.11595515161752701,0.06284156441688538,0.09870806336402893,neutral
14,14,03-01-02-01-01.wav,48000,16000,3.536854166666666,1.843875,happy,2,1,normal,2,Dogs are sitting by the door,1,male,1,1,0.272209495306015,0.11397530138492584,0.1852634996175766,0.16579128801822662,0.08225323259830475,0.03301331400871277,0.06831663101911545,0.07917723059654236,neutral
15,15,03-01-02-02-01.wav,48000,16000,3.703708333333333,1.9650625,happy,2,1,normal,2,Dogs are sitting by the door,2,male,1,1,0.21615299582481384,0.16975083947181702,0.19245941936969757,0.1715518981218338,0.07071612030267715,0.053828101605176926,0.07037092000246048,0.055169712752103806,neutral
16,16,03-02-01-01-01.wav,48000,16000,3.670333333333333,1.819875,happy,2,2,strong,1,Kids are talking by the door,1,male,1,1,0.09009118378162384,0.10056690126657486,0.20906482636928558,0.15845412015914917,0.04443375766277313,0.08288410305976868,0.12815934419631958,0.18634575605392456,happy
17,17,03-02-01-02-01.wav,48000,16000,3.636958333333333,2.0445,happy,2,2,strong,1,Kids are talking by the door,2,male,1,1,0.09604842960834503,0.04924158379435539,0.28936442732810974,0.15721556544303894,0.06866168975830078,0.11187386512756348,0.101462721824646,0.12613168358802795,happy
18,18,03-02-02-01-01.wav,48000,16000,3.93725,2.762875,happy,2,2,strong,2,Dogs are sitting by the door,1,male,1,1,0.06860388815402985,0.051964811980724335,0.2604345977306366,0.11140155792236328,0.14902900159358978,0.1277541220188141,0.0974937304854393,0.13331833481788635,happy
19,19,03-02-02-02-01.wav,48000,16000,3.937270833333333,2.4918125,happy,2,2,strong,2,Dogs are sitting by the door,2,male,1,1,0.07219821214675903,0.05023859068751335,0.227320596575737,0.1307249665260315,0.11158788204193115,0.1625451147556305,0.10309505462646484,0.14228956401348114,happy
20,20,04-01-01-01-01.wav,48000,16000,3.8371666666666666,1.950625,sad,3,1,normal,1,Kids are talking by the door,1,male,1,1,0.2008160799741745,0.31575143337249756,0.05757841467857361,0.24648267030715942,0.028515443205833435,0.04908914864063263,0.06691782176494598,0.034848954528570175,calm
21,21,04-01-01-02-01.wav,48000,16000,3.5702291666666666,1.7143125,sad,3,1,normal,1,Kids are talking by the door,2,male,1,1,0.24470876157283783,0.21889959275722504,0.06831430643796921,0.2546069622039795,0.0397525280714035,0.039207927882671356,0.09628517925739288,0.038224685937166214,sad
22,22,04-01-02-01-01.wav,48000,16000,3.5035,1.60275,sad,3,1,normal,2,Dogs are sitting by the door,1,male,1,1,0.24125491082668304,0.22294317185878754,0.05561988055706024,0.33315837383270264,0.012238364666700363,0.04698507487773895,0.054610058665275574,0.03319019824266434,sad
23,23,04-01-02-02-01.wav,48000,16000,3.370041666666667,1.6335,sad,3,1,normal,2,Dogs are sitting by the door,2,male,1,1,0.2282494455575943,0.2077811062335968,0.04458717629313469,0.36691078543663025,0.02763921022415161,0.05509086325764656,0.03824116289615631,0.03150028735399246,sad
24,24,04-02-01-01-01.wav,48000,16000,3.8037916666666662,1.98725,sad,3,2,strong,1,Kids are talking by the door,1,male,1,1,0.215606689453125,0.24700641632080078,0.06073668599128723,0.31100013852119446,0.029602175578475,0.03762994334101677,0.059545326977968216,0.038872554898262024,sad
25,25,04-02-01-02-01.wav,48000,16000,3.703708333333333,1.8730625,sad,3,2,strong,1,Kids are talking by the door,2,male,1,1,0.1784820705652237,0.13778528571128845,0.16263483464717865,0.2651074230670929,0.048068877309560776,0.05849476158618927,0.0686279833316803,0.08079875260591507,sad
26,26,04-02-02-01-01.wav,48000,16000,3.7370833333333335,1.8645,sad,3,2,strong,2,Dogs are sitting by the door,1,male,1,1,0.2263166904449463,0.1087765172123909,0.13967496156692505,0.34506648778915405,0.01748088002204895,0.06757780909538269,0.04204197973012924,0.053064633160829544,sad
27,27,04-02-02-02-01.wav,48000,16000,3.7370625,1.9661875,sad,3,2,strong,2,Dogs are sitting by the door,2,male,1,1,0.18447864055633545,0.10618582367897034,0.2383410483598709,0.19275300204753876,0.049699120223522186,0.07179684191942215,0.0694822296500206,0.08726327121257782,happy
28,28,05-01-01-01-01.wav,48000,16000,3.8705416666666665,2.2325,angry,4,1,normal,1,Kids are talking by the door,1,male,1,1,0.03714706376194954,0.08343961834907532,0.15519095957279205,0.08496782928705215,0.21431207656860352,0.1272607147693634,0.15469564497470856,0.14298602938652039,angry
29,29,05-01-01-02-01.wav,48000,16000,3.937270833333333,2.506125,angry,4,1,normal,1,Kids are talking by the door,2,male,1,1,0.08322122693061829,0.06805587559938431,0.11153455823659897,0.0936775952577591,0.20800597965717316,0.12144453823566437,0.1718202382326126,0.1422399878501892,angry
30,30,05-01-02-01-01.wav,48000,16000,3.5035,1.799375,angry,4,1,normal,2,Dogs are sitting by the door,1,male,1,1,0.10509134829044342,0.08612960577011108,0.13224200904369354,0.16303545236587524,0.11235705763101578,0.13940349221229553,0.12643711268901825,0.13530391454696655,sad
31,31,05-01-02-02-01.wav,48000,16000,3.7370625,2.1820625,angry,4,1,normal,2,Dogs are sitting by the door,2,male,1,1,0.09154880046844482,0.07590378075838089,0.16466659307479858,0.1164647713303566,0.15755386650562286,0.11049827933311462,0.10144232213497162,0.18192152678966522,surprised
32,32,05-02-01-01-01.wav,48000,16000,4.104104166666667,3.2521875,angry,4,2,strong,1,Kids are talking by the door,1,male,1,1,0.0033033862709999084,0.008650709874927998,0.09508653730154037,0.03428177535533905,0.4307917654514313,0.25393587350845337,0.08090981841087341,0.09304014593362808,angry
33,33,05-02-01-02-01.wav,48000,16000,4.371041666666667,3.491875,angry,4,2,strong,1,Kids are talking by the door,2,male,1,1,0.003198800375685096,0.014671741053462029,0.10502014309167862,0.05956091731786728,0.38857924938201904,0.17768985033035278,0.14544662833213806,0.10583271831274033,angry
34,34,05-02-02-01-01.wav,48000,16000,4.137458333333333,3.760375,angry,4,2,strong,2,Dogs are sitting by the door,1,male,1,1,0.015656033530831337,0.04027208685874939,0.08425997942686081,0.07751743495464325,0.39338013529777527,0.19289718568325043,0.11708531528711319,0.0789317786693573,angry
35,35,05-02-02-02-01.wav,48000,16000,4.437770833333333,4.307125,angry,4,2,strong,2,Dogs are sitting by the door,2,male,1,1,0.009276307187974453,0.03223249688744545,0.07709497213363647,0.03988640010356903,0.468673437833786,0.24399495124816895,0.0719713643193245,0.05686996877193451,angry
36,36,06-01-01-01-01.wav,48000,16000,3.670333333333333,2.210625,fearful,5,1,normal,1,Kids are talking by the door,1,male,1,1,0.11407973617315292,0.10584629327058792,0.12910467386245728,0.23543335497379303,0.06522385776042938,0.14454251527786255,0.07840670645236969,0.12736283242702484,sad
37,37,06-01-01-02-01.wav,48000,16000,3.636979166666667,1.81425,fearful,5,1,normal,1,Kids are talking by the door,2,male,1,1,0.15315598249435425,0.07830315828323364,0.20515187084674835,0.23325923085212708,0.053836628794670105,0.10477730631828308,0.08131448924541473,0.09020131826400757,sad
38,38,06-01-02-01-01.wav,48000,16000,3.4367708333333336,2.12375,fearful,5,1,normal,2,Dogs are sitting by the door,1,male,1,1,0.16688963770866394,0.1653025597333908,0.09177285432815552,0.2014060765504837,0.05690458416938782,0.13153110444545746,0.11069399118423462,0.07549919188022614,sad
39,39,06-01-02-02-01.wav,48000,16000,3.7036875,2.2473125,fearful,5,1,normal,2,Dogs are sitting by the door,2,male,1,1,0.1672235131263733,0.17601265013217926,0.1027720719575882,0.25060924887657166,0.04141925275325775,0.10148889571428299,0.07443064451217651,0.08604369312524796,sad
40,40,06-02-01-01-01.wav,48000,16000,5.005,4.9953125,fearful,5,2,strong,1,Kids are talking by the door,1,male,1,1,0.012056035920977592,0.02169664017856121,0.10134683549404144,0.07587917149066925,0.19063828885555267,0.3811244070529938,0.07281512767076492,0.14444339275360107,fearful
41,41,06-02-01-02-01.wav,48000,16000,4.2375625,4.127375,fearful,5,2,strong,1,Kids are talking by the door,2,male,1,1,0.01005795132368803,0.019950009882450104,0.11834061145782471,0.10522066801786423,0.17863626778125763,0.291555255651474,0.09582698345184326,0.18041229248046875,fearful
42,42,06-02-02-01-01.wav,48000,16000,3.970625,3.898875,fearful,5,2,strong,2,Dogs are sitting by the door,1,male,1,1,0.0031449333764612675,0.013894620351493359,0.09510723501443863,0.052785325795412064,0.18741850554943085,0.43338173627853394,0.07163797318935394,0.14262978732585907,fearful
43,43,06-02-02-02-01.wav,48000,16000,3.9039166666666665,3.7729375,fearful,5,2,strong,2,Dogs are sitting by the door,2,male,1,1,0.010988982394337654,0.029712283983826637,0.12847106158733368,0.0710248053073883,0.1826951950788498,0.3620283305644989,0.07560765743255615,0.13947169482707977,fearful
44,44,07-01-01-01-01.wav,48000,16000,3.870520833333333,2.404375,disgust,6,1,normal,1,Kids are talking by the door,1,male,1,1,0.1648765653371811,0.2488250881433487,0.039570152759552,0.1846410632133484,0.0547797828912735,0.05617360398173332,0.20290082693099976,0.048232968896627426,calm
45,45,07-01-01-02-01.wav,48000,16000,3.903895833333333,2.6015625,disgust,6,1,normal,1,Kids are talking by the door,2,male,1,1,0.1182560920715332,0.12925314903259277,0.08544750511646271,0.16188262403011322,0.10029494762420654,0.06938554346561432,0.2537204623222351,0.08175967633724213,disgust
46,46,07-01-02-01-01.wav,48000,16000,3.903895833333333,2.429125,disgust,6,1,normal,2,Dogs are sitting by the door,1,male,1,1,0.16072838008403778,0.29157742857933044,0.037562981247901917,0.2166665941476822,0.04333307221531868,0.04658441245555878,0.14338846504688263,0.06015865132212639,calm
47,47,07-01-02-02-01.wav,48000,16000,3.8371666666666666,2.0154375,disgust,6,1,normal,2,Dogs are sitting by the door,2,male,1,1,0.1737450510263443,0.2754213511943817,0.07019104808568954,0.23213283717632294,0.028365224599838257,0.04260195419192314,0.13480164110660553,0.042740896344184875,calm
48,48,07-02-01-01-01.wav,48000,16000,4.304291666666667,3.4276875,disgust,6,2,strong,1,Kids are talking by the door,1,male,1,1,0.02728579007089138,0.051218822598457336,0.10636879503726959,0.10096009820699692,0.1374635547399521,0.07039614021778107,0.27423396706581116,0.23207281529903412,disgust
49,49,07-02-01-02-01.wav,48000,16000,4.104104166666667,2.9226875,disgust,6,2,strong,1,Kids are talking by the door,2,male,1,1,0.037668947130441666,0.07561881095170975,0.12923401594161987,0.08331267535686493,0.11497297137975693,0.13380660116672516,0.23335477709770203,0.1920311599969864,disgust
50,50,07-02-02-01-01.wav,48000,16000,4.037375,2.7860625,disgust,6,2,strong,2,Dogs are sitting by the door,1,male,1,1,0.031113015487790108,0.07489687204360962,0.08064373582601547,0.1285565346479416,0.05419426038861275,0.10038870573043823,0.36464354395866394,0.16556327044963837,disgust
51,51,07-02-02-02-01.wav,48000,16000,4.371020833333334,2.5680625,disgust,6,2,strong,2,Dogs are sitting by the door,2,male,1,1,0.03515386953949928,0.05317102372646332,0.11096753180027008,0.12685054540634155,0.08565498143434525,0.11685017496347427,0.28810369968414307,0.1832481324672699,disgust
52,52,08-01-01-01-01.wav,48000,16000,3.403395833333333,1.5683125,surprised,7,1,normal,1,Kids are talking by the door,1,male,1,1,0.21692009270191193,0.24726146459579468,0.06964278221130371,0.20354965329170227,0.021707406267523766,0.05341611057519913,0.12575973570346832,0.061742767691612244,calm
53,53,08-01-01-02-01.wav,48000,16000,3.2699166666666666,1.41525,surprised,7,1,normal,1,Kids are talking by the door,2,male,1,1,0.23062007129192352,0.1540670543909073,0.13200321793556213,0.20051923394203186,0.04411834105849266,0.06005193665623665,0.07515042275190353,0.10346971452236176,neutral
54,54,08-01-02-01-01.wav,48000,16000,3.536875,1.882625,surprised,7,1,normal,2,Dogs are sitting by the door,1,male,1,1,0.2351147085428238,0.16313932836055756,0.08184324204921722,0.21827928721904755,0.049730200320482254,0.05710131675004959,0.08683217316865921,0.10795977711677551,neutral
55,55,08-01-02-02-01.wav,48000,16000,3.2699166666666666,1.43575,surprised,7,1,normal,2,Dogs are sitting by the door,2,male,1,1,0.22802625596523285,0.14955410361289978,0.08393732458353043,0.13522467017173767,0.030043456703424454,0.09638826549053192,0.09376071393489838,0.1830652505159378,neutral
56,56,08-02-01-01-01.wav,48000,16000,3.43675,1.8048125,surprised,7,2,strong,1,Kids are talking by the door,1,male,1,1,0.08227655291557312,0.04937218129634857,0.24498125910758972,0.11850627511739731,0.07506120949983597,0.13724692165851593,0.11171354353427887,0.1808421015739441,happy
57,57,08-02-01-02-01.wav,48000,16000,3.5702291666666666,1.7266875,surprised,7,2,strong,1,Kids are talking by the door,2,male,1,1,0.043850865215063095,0.05604308098554611,0.19062379002571106,0.10432831943035126,0.10403533279895782,0.18198716640472412,0.11041335016489029,0.20871807634830475,surprised
58,58,08-02-02-01-01.wav,48000,16000,3.5035,1.7945,surprised,7,2,strong,2,Dogs are sitting by the door,1,male,1,1,0.11305583268404007,0.07401228696107864,0.1708798110485077,0.12326129525899887,0.09518636018037796,0.13266833126544952,0.09928812086582184,0.1916479468345642,surprised
59,59,08-02-02-02-01.wav,48000,16000,3.2699375,1.7456875,surprised,7,2,strong,2,Dogs are sitting by the door,2,male,1,1,0.08967200666666031,0.05321894958615303,0.21339966356754303,0.10210826247930527,0.07815704494714737,0.10245164483785629,0.12020868062973022,0.24078375101089478,surprised
60,60,01-01-01-01-02.wav,48000,16000,3.636958333333333,1.7646875,neutral,0,1,normal,1,Kids are talking by the door,1,female,0,2,0.5364440679550171,0.15451177954673767,0.035943903028964996,0.09586308896541595,0.035088181495666504,0.04622051492333412,0.056461531668901443,0.039466939866542816,neutral
61,61,01-01-01-02-02.wav,48000,16000,3.6036041666666665,1.8585,neutral,0,1,normal,1,Kids are talking by the door,2,female,0,2,0.5500391125679016,0.18544191122055054,0.030270546674728394,0.09751275926828384,0.03188932314515114,0.027771415188908577,0.04194878414273262,0.03512616455554962,neutral
62,62,01-01-02-01-02.wav,48000,16000,3.7704166666666663,1.879125,neutral,0,1,normal,2,Dogs are sitting by the door,1,female,0,2,0.5469165444374084,0.17068670690059662,0.04433787986636162,0.10659248381853104,0.020901592448353767,0.021107371896505356,0.045618802309036255,0.04383857548236847,neutral
63,63,01-01-02-02-02.wav,48000,16000,3.603583333333333,1.908625,neutral,0,1,normal,2,Dogs are sitting by the door,2,female,0,2,0.5429879426956177,0.13267391920089722,0.06738109141588211,0.10891048610210419,0.03233629837632179,0.028549984097480774,0.037027448415756226,0.050132766366004944,neutral
64,64,02-01-01-01-02.wav,48000,16000,3.8371666666666666,2.1294375,calm,1,1,normal,1,Kids are talking by the door,1,female,0,2,0.3455066680908203,0.4092486798763275,0.035359520465135574,0.1152505874633789,0.012766637839376926,0.021192830055952072,0.028792912140488625,0.031882140785455704,calm
65,65,02-01-01-02-02.wav,48000,16000,4.004,2.1388125,calm,1,1,normal,1,Kids are talking by the door,2,female,0,2,0.26349902153015137,0.5430880784988403,0.02223239839076996,0.08655250817537308,0.009328029118478298,0.02389226295053959,0.02543266862630844,0.025975022464990616,calm
66,66,02-01-02-01-02.wav,48000,16000,3.8371666666666666,1.9545625,calm,1,1,normal,2,Dogs are sitting by the door,1,female,0,2,0.3155115842819214,0.48113420605659485,0.02326824888586998,0.11320090293884277,0.008539808914065361,0.016602151095867157,0.025609850883483887,0.01613321527838707,calm
67,67,02-01-02-02-02.wav,48000,16000,3.970625,2.1531875,calm,1,1,normal,2,Dogs are sitting by the door,2,female,0,2,0.2726719081401825,0.530585765838623,0.030569113790988922,0.09757007658481598,0.01178969070315361,0.017053719609975815,0.02276381477713585,0.016996007412672043,calm
68,68,02-02-01-01-02.wav,48000,16000,4.137479166666667,2.4349375,calm,1,2,strong,1,Kids are talking by the door,1,female,0,2,0.19871123135089874,0.5358681678771973,0.03176458552479744,0.11420335620641708,0.022510066628456116,0.02669258415699005,0.0420551635324955,0.028194883838295937,calm
69,69,02-02-01-02-02.wav,48000,16000,4.037375,2.1940625,calm,1,2,strong,1,Kids are talking by the door,2,female,0,2,0.2090558558702469,0.5652293562889099,0.03171033412218094,0.09585447609424591,0.016790714114904404,0.01916525512933731,0.04117555171251297,0.021018465980887413,calm
70,70,02-02-02-01-02.wav,48000,16000,4.104104166666667,2.4493125,calm,1,2,strong,2,Dogs are sitting by the door,1,female,0,2,0.2524004876613617,0.3938780725002289,0.05054169520735741,0.16743461787700653,0.02646738477051258,0.03663403168320656,0.04200480505824089,0.03063897043466568,calm
71,71,02-02-02-02-02.wav,48000,16000,4.104104166666667,2.2656875,calm,1,2,strong,2,Dogs are sitting by the door,2,female,0,2,0.23005610704421997,0.5656479001045227,0.020652752369642258,0.10449738800525665,0.008863847702741623,0.016914092004299164,0.034562744200229645,0.01880521886050701,calm
72,72,03-01-01-01-02.wav,48000,16000,3.6036041666666665,2.0156875,happy,2,1,normal,1,Kids are talking by the door,1,female,0,2,0.18373015522956848,0.09259887039661407,0.27977603673934937,0.09379938989877701,0.08298389613628387,0.07441308349370956,0.08133666217327118,0.11136193573474884,happy
73,73,03-01-01-02-02.wav,48000,16000,3.7036875,1.971125,happy,2,1,normal,1,Kids are talking by the door,2,female,0,2,0.2376907765865326,0.11657649278640747,0.3015078604221344,0.08695381879806519,0.06102628633379936,0.04196513816714287,0.06805996596813202,0.0862196609377861,happy
74,74,03-01-02-01-02.wav,48000,16000,3.7704375,2.00575,happy,2,1,normal,2,Dogs are sitting by the door,1,female,0,2,0.24700847268104553,0.14188861846923828,0.25478044152259827,0.11116079241037369,0.04364177584648132,0.031249726191163063,0.08836527168750763,0.08190490305423737,happy
75,75,03-01-02-02-02.wav,48000,16000,3.7370833333333335,2.1648125,happy,2,1,normal,2,Dogs are sitting by the door,2,female,0,2,0.26016107201576233,0.13404762744903564,0.25234106183052063,0.11863569915294647,0.04373853653669357,0.033078983426094055,0.07367032766342163,0.08432673662900925,neutral
76,76,03-02-01-01-02.wav,48000,16000,3.703708333333333,2.217875,happy,2,2,strong,1,Kids are talking by the door,1,female,0,2,0.01609458588063717,0.07098028063774109,0.3935844600200653,0.07473356276750565,0.11746013909578323,0.12449080497026443,0.06795313209295273,0.13470308482646942,happy
77,77,03-02-01-02-02.wav,48000,16000,3.670333333333333,2.398375,happy,2,2,strong,1,Kids are talking by the door,2,female,0,2,0.05216226354241371,0.04882809892296791,0.40436872839927673,0.07248526811599731,0.08783036470413208,0.13397030532360077,0.08384222537279129,0.1165127232670784,happy
78,78,03-02-02-01-02.wav,48000,16000,3.703708333333333,2.381875,happy,2,2,strong,2,Dogs are sitting by the door,1,female,0,2,0.05112607404589653,0.06933236867189407,0.36076173186302185,0.1026105061173439,0.06578657776117325,0.10067705810070038,0.11884918063879013,0.1308564990758896,happy
79,79,03-02-02-02-02.wav,48000,16000,3.870520833333333,2.3428125,happy,2,2,strong,2,Dogs are sitting by the door,2,female,0,2,0.050910498946905136,0.052990447729825974,0.35954707860946655,0.10442041605710983,0.1124504879117012,0.0689617395401001,0.08641400933265686,0.16430532932281494,happy
80,80,04-01-01-01-02.wav,48000,16000,3.8371666666666666,2.1295,sad,3,1,normal,1,Kids are talking by the door,1,female,0,2,0.3142538368701935,0.22862248122692108,0.044017523527145386,0.22931861877441406,0.023790018633008003,0.04048551991581917,0.06879721581935883,0.05071493610739708,neutral
81,81,04-01-01-02-02.wav,48000,16000,3.7704375,1.9355,sad,3,1,normal,1,Kids are talking by the door,2,female,0,2,0.2616643011569977,0.21126534044742584,0.04301496967673302,0.26167798042297363,0.024282485246658325,0.044115010648965836,0.08418891578912735,0.06979093700647354,sad
82,82,04-01-02-01-02.wav,48000,16000,3.7370625,1.86525,sad,3,1,normal,2,Dogs are sitting by the door,1,female,0,2,0.25455015897750854,0.1885879933834076,0.03485465794801712,0.33529773354530334,0.016263864934444427,0.040700629353523254,0.07525413483381271,0.05449077859520912,sad
83,83,04-01-02-02-02.wav,48000,16000,3.7704375,1.902625,sad,3,1,normal,2,Dogs are sitting by the door,2,female,0,2,0.32159537076950073,0.27227821946144104,0.03713148832321167,0.19857124984264374,0.019926685839891434,0.03308354690670967,0.07260971516370773,0.044803641736507416,neutral
84,84,04-02-01-01-02.wav,48000,16000,3.7370833333333335,1.8316875,sad,3,2,strong,1,Kids are talking by the door,1,female,0,2,0.13327020406723022,0.1931970715522766,0.08224096894264221,0.2584708631038666,0.04016910865902901,0.055313874036073685,0.18202444911003113,0.05531345307826996,sad
85,85,04-02-01-02-02.wav,48000,16000,3.7704166666666663,1.9099375,sad,3,2,strong,1,Kids are talking by the door,2,female,0,2,0.1905788630247116,0.20421379804611206,0.039955656975507736,0.28331834077835083,0.028003064915537834,0.035015806555747986,0.16329002380371094,0.055624473839998245,sad
86,86,04-02-02-01-02.wav,48000,16000,3.7036875,1.8285625,sad,3,2,strong,2,Dogs are sitting by the door,1,female,0,2,0.2653816044330597,0.19478827714920044,0.04442785680294037,0.2628929316997528,0.03285256400704384,0.033584702759981155,0.1190868616104126,0.04698514938354492,neutral
87,87,04-02-02-02-02.wav,48000,16000,3.670333333333333,1.99125,sad,3,2,strong,2,Dogs are sitting by the door,2,female,0,2,0.20743924379348755,0.13240163028240204,0.053564541041851044,0.2662339210510254,0.0354301743209362,0.06856033951044083,0.12125135958194733,0.11511881649494171,sad
88,88,05-01-01-01-02.wav,48000,16000,3.670333333333333,2.0050625,angry,4,1,normal,1,Kids are talking by the door,1,female,0,2,0.14388276636600494,0.05855385214090347,0.07781317830085754,0.09343575686216354,0.16979174315929413,0.08268073201179504,0.20249228179454803,0.1713496893644333,disgust
89,89,05-01-01-02-02.wav,48000,16000,3.670333333333333,2.16825,angry,4,1,normal,1,Kids are talking by the door,2,female,0,2,0.13323096930980682,0.03678014874458313,0.11131845414638519,0.08406238257884979,0.23345133662223816,0.07811099290847778,0.17930004000663757,0.14374566078186035,angry
90,90,05-01-02-01-02.wav,48000,16000,3.7704166666666663,2.15075,angry,4,1,normal,2,Dogs are sitting by the door,1,female,0,2,0.1762816607952118,0.056517284363508224,0.10089041292667389,0.11029732972383499,0.1262807995080948,0.07500679790973663,0.20456412434577942,0.15016157925128937,disgust
91,91,05-01-02-02-02.wav,48000,16000,3.8037916666666662,2.2398125,angry,4,1,normal,2,Dogs are sitting by the door,2,female,0,2,0.09966612607240677,0.07825876027345657,0.12123975902795792,0.09108281880617142,0.171421080827713,0.06439705193042755,0.24792662262916565,0.12600776553153992,disgust
92,92,05-02-01-01-02.wav,48000,16000,3.9039166666666665,2.465625,angry,4,2,strong,1,Kids are talking by the door,1,female,0,2,0.04054942727088928,0.013719860464334488,0.11498871445655823,0.03175964206457138,0.4016666114330292,0.14312529563903809,0.11915066838264465,0.1350397914648056,angry
93,93,05-02-01-02-02.wav,48000,16000,4.004,2.4205,angry,4,2,strong,1,Kids are talking by the door,2,female,0,2,0.04868451878428459,0.00840685609728098,0.13957121968269348,0.03144417330622673,0.37756815552711487,0.12878470122814178,0.10641404986381531,0.15912629663944244,angry
94,94,05-02-02-01-02.wav,48000,16000,4.004,2.3306875,angry,4,2,strong,2,Dogs are sitting by the door,1,female,0,2,0.015261253342032433,0.01253504864871502,0.11471401900053024,0.05177103355526924,0.4319640100002289,0.1272255927324295,0.10805396735668182,0.13847507536411285,angry
95,95,05-02-02-02-02.wav,48000,16000,4.004,2.248375,angry,4,2,strong,2,Dogs are sitting by the door,2,female,0,2,0.037531983107328415,0.017728861421346664,0.12564589083194733,0.04129936173558235,0.36811888217926025,0.16148251295089722,0.07846535742282867,0.16972716152668,angry
