,filename,sr,cleaned_sr,length,cleaned_length,emotion,emo_label,intensity,int_label,stmt,stmt_label,repetition,sex,sex_label,actor
15,03-01-02-02-01.wav,48000,16000,3.703708333333333,1.9650625,happy,2,01,normal,02,Dogs are sitting by the door,02,male,1,01
16,03-02-01-01-01.wav,48000,16000,3.6703333333333332,1.819875,happy,2,02,strong,01,Kids are talking by the door,01,male,1,01
17,03-02-01-02-01.wav,48000,16000,3.6369583333333333,2.0445,happy,2,02,strong,01,Kids are talking by the door,02,male,1,01
18,03-02-02-01-01.wav,48000,16000,3.93725,2.762875,happy,2,02,strong,02,Dogs are sitting by the door,01,male,1,01
19,03-02-02-02-01.wav,48000,16000,3.9372708333333333,2.4918125,happy,2,02,strong,02,Dogs are sitting by the door,02,male,1,01
20,04-01-01-01-01.wav,48000,16000,3.8371666666666666,1.950625,sad,3,01,normal,01,Kids are talking by the door,01,male,1,01
21,04-01-01-02-01.wav,48000,16000,3.5702291666666666,1.7143125,sad,3,01,normal,01,Kids are talking by the door,02,male,1,01
22,04-01-02-01-01.wav,48000,16000,3.5035,1.60275,sad,3,01,normal,02,Dogs are sitting by the door,01,male,1,01
23,04-01-02-02-01.wav,48000,16000,3.370041666666667,1.6335,sad,3,01,normal,02,Dogs are sitting by the door,02,male,1,01
24,04-02-01-01-01.wav,48000,16000,3.8037916666666667,1.98725,sad,3,02,strong,01,Kids are talking by the door,01,male,1,01
25,04-02-01-02-01.wav,48000,16000,3.703708333333333,1.8730625,sad,3,02,strong,01,Kids are talking by the door,02,male,1,01
26,04-02-02-01-01.wav,48000,16000,3.7370833333333335,1.8645,sad,3,02,strong,02,Dogs are sitting by the door,01,male,1,01
27,04-02-02-02-01.wav,48000,16000,3.7370625,1.9661875,sad,3,02,strong,02,Dogs are sitting by the door,02,male,1,01
28,05-01-01-01-01.wav,48000,16000,3.8705416666666665,2.2325,angry,4,01,normal,01,Kids are talking by the door,01,male,1,01
29,05-01-01-02-01.wav,48000,16000,3.9372708333333333,2.506125,angry,4,01,normal,01,Kids are talking by the door,02,male,1,01
30,05-01-02-01-01.wav,48000,16000,3.5035,1.799375,angry,4,01,normal,02,Dogs are sitting by the door,01,male,1,01
31,05-01-02-02-01.wav,48000,16000,3.7370625,2.1820625,angry,4,01,normal,02,Dogs are sitting by the door,02,male,1,01
32,05-02-01-01-01.wav,48000,16000,4.104104166666667,3.2521875,angry,4,02,strong,01,Kids are talking by the door,01,male,1,01
33,05-02-01-02-01.wav,48000,16000,4.371041666666667,3.491875,angry,4,02,strong,01,Kids are talking by the door,02,male,1,01
34,05-02-02-01-01.wav,48000,16000,4.137458333333333,3.760375,angry,4,02,strong,02,Dogs are sitting by the door,01,male,1,01
35,05-02-02-02-01.wav,48000,16000,4.437770833333333,4.307125,angry,4,02,strong,02,Dogs are sitting by the door,02,male,1,01
36,06-01-01-01-01.wav,48000,16000,3.6703333333333332,2.210625,fearful,5,01,normal,01,Kids are talking by the door,01,male,1,01
37,06-01-01-02-01.wav,48000,16000,3.636979166666667,1.81425,fearful,5,01,normal,01,Kids are talking by the door,02,male,1,01
38,06-01-02-01-01.wav,48000,16000,3.4367708333333336,2.12375,fearful,5,01,normal,02,Dogs are sitting by the door,01,male,1,01
39,06-01-02-02-01.wav,48000,16000,3.7036875,2.2473125,fearful,5,01,normal,02,Dogs are sitting by the door,02,male,1,01
40,06-02-01-01-01.wav,48000,16000,5.005,4.9953125,fearful,5,02,strong,01,Kids are talking by the door,01,male,1,01
41,06-02-01-02-01.wav,48000,16000,4.2375625,4.127375,fearful,5,02,strong,01,Kids are talking by the door,02,male,1,01
42,06-02-02-01-01.wav,48000,16000,3.970625,3.898875,fearful,5,02,strong,02,Dogs are sitting by the door,01,male,1,01
43,06-02-02-02-01.wav,48000,16000,3.9039166666666665,3.7729375,fearful,5,02,strong,02,Dogs are sitting by the door,02,male,1,01
44,07-01-01-01-01.wav,48000,16000,3.8705208333333334,2.404375,disgust,6,01,normal,01,Kids are talking by the door,01,male,1,01
45,07-01-01-02-01.wav,48000,16000,3.9038958333333333,2.6015625,disgust,6,01,normal,01,Kids are talking by the door,02,male,1,01
46,07-01-02-01-01.wav,48000,16000,3.9038958333333333,2.429125,disgust,6,01,normal,02,Dogs are sitting by the door,01,male,1,01
47,07-01-02-02-01.wav,48000,16000,3.8371666666666666,2.0154375,disgust,6,01,normal,02,Dogs are sitting by the door,02,male,1,01
48,07-02-01-01-01.wav,48000,16000,4.304291666666667,3.4276875,disgust,6,02,strong,01,Kids are talking by the door,01,male,1,01
49,07-02-01-02-01.wav,48000,16000,4.104104166666667,2.9226875,disgust,6,02,strong,01,Kids are talking by the door,02,male,1,01
50,07-02-02-01-01.wav,48000,16000,4.037375,2.7860625,disgust,6,02,strong,02,Dogs are sitting by the door,01,male,1,01
51,07-02-02-02-01.wav,48000,16000,4.371020833333334,2.5680625,disgust,6,02,strong,02,Dogs are sitting by the door,02,male,1,01
52,08-01-01-01-01.wav,48000,16000,3.403395833333333,1.5683125,surprised,7,01,normal,01,Kids are talking by the door,01,male,1,01
53,08-01-01-02-01.wav,48000,16000,3.2699166666666666,1.41525,surprised,7,01,normal,01,Kids are talking by the door,02,male,1,01
54,08-01-02-01-01.wav,48000,16000,3.536875,1.882625,surprised,7,01,normal,02,Dogs are sitting by the door,01,male,1,01
55,08-01-02-02-01.wav,48000,16000,3.2699166666666666,1.43575,surprised,7,01,normal,02,Dogs are sitting by the door,02,male,1,01
56,08-02-01-01-01.wav,48000,16000,3.43675,1.8048125,surprised,7,02,strong,01,Kids are talking by the door,01,male,1,01
57,08-02-01-02-01.wav,48000,16000,3.5702291666666666,1.7266875,surprised,7,02,strong,01,Kids are talking by the door,02,male,1,01
58,08-02-02-01-01.wav,48000,16000,3.5035,1.7945,surprised,7,02,strong,02,Dogs are sitting by the door,01,male,1,01
59,08-02-02-02-01.wav,48000,16000,3.2699375,1.7456875,surprised,7,02,strong,02,Dogs are sitting by the door,02,male,1,01
60,01-01-01-01-02.wav,48000,16000,3.6369583333333333,1.7646875,neutral,0,01,normal,01,Kids are talking by the door,01,female,0,02
61,01-01-01-02-02.wav,48000,16000,3.6036041666666665,1.8585,neutral,0,01,normal,01,Kids are talking by the door,02,female,0,02
62,01-01-02-01-02.wav,48000,16000,3.7704166666666667,1.879125,neutral,0,01,normal,02,Dogs are sitting by the door,01,female,0,02
63,01-01-02-02-02.wav,48000,16000,3.6035833333333334,1.908625,neutral,0,01,normal,02,Dogs are sitting by the door,02,female,0,02
64,02-01-01-01-02.wav,48000,16000,3.8371666666666666,2.1294375,calm,1,01,normal,01,Kids are talking by the door,01,female,0,02
65,02-01-01-02-02.wav,48000,16000,4.004,2.1388125,calm,1,01,normal,01,Kids are talking by the door,02,female,0,02
66,02-01-02-01-02.wav,48000,16000,3.8371666666666666,1.9545625,calm,1,01,normal,02,Dogs are sitting by the door,01,female,0,02
67,02-01-02-02-02.wav,48000,16000,3.970625,2.1531875,calm,1,01,normal,02,Dogs are sitting by the door,02,female,0,02
68,02-02-01-01-02.wav,48000,16000,4.137479166666667,2.4349375,calm,1,02,strong,01,Kids are talking by the door,01,female,0,02
69,02-02-01-02-02.wav,48000,16000,4.037375,2.1940625,calm,1,02,strong,01,Kids are talking by the door,02,female,0,02
70,02-02-02-01-02.wav,48000,16000,4.104104166666667,2.4493125,calm,1,02,strong,02,Dogs are sitting by the door,01,female,0,02
71,02-02-02-02-02.wav,48000,16000,4.104104166666667,2.2656875,calm,1,02,strong,02,Dogs are sitting by the door,02,female,0,02
72,03-01-01-01-02.wav,48000,16000,3.6036041666666665,2.0156875,happy,2,01,normal,01,Kids are talking by the door,01,female,0,02
73,03-01-01-02-02.wav,48000,16000,3.7036875,1.971125,happy,2,01,normal,01,Kids are talking by the door,02,female,0,02
74,03-01-02-01-02.wav,48000,16000,3.7704375,2.00575,happy,2,01,normal,02,Dogs are sitting by the door,01,female,0,02
75,03-01-02-02-02.wav,48000,16000,3.7370833333333335,2.1648125,happy,2,01,normal,02,Dogs are sitting by the door,02,female,0,02
76,03-02-01-01-02.wav,48000,16000,3.703708333333333,2.217875,happy,2,02,strong,01,Kids are talking by the door,01,female,0,02
77,03-02-01-02-02.wav,48000,16000,3.6703333333333332,2.398375,happy,2,02,strong,01,Kids are talking by the door,02,female,0,02
78,03-02-02-01-02.wav,48000,16000,3.703708333333333,2.381875,happy,2,02,strong,02,Dogs are sitting by the door,01,female,0,02
79,03-02-02-02-02.wav,48000,16000,3.8705208333333334,2.3428125,happy,2,02,strong,02,Dogs are sitting by the door,02,female,0,02
80,04-01-01-01-02.wav,48000,16000,3.8371666666666666,2.1295,sad,3,01,normal,01,Kids are talking by the door,01,female,0,02
81,04-01-01-02-02.wav,48000,16000,3.7704375,1.9355,sad,3,01,normal,01,Kids are talking by the door,02,female,0,02
82,04-01-02-01-02.wav,48000,16000,3.7370625,1.86525,sad,3,01,normal,02,Dogs are sitting by the door,01,female,0,02
83,04-01-02-02-02.wav,48000,16000,3.7704375,1.902625,sad,3,01,normal,02,Dogs are sitting by the door,02,female,0,02
84,04-02-01-01-02.wav,48000,16000,3.7370833333333335,1.8316875,sad,3,02,strong,01,Kids are talking by the door,01,female,0,02
85,04-02-01-02-02.wav,48000,16000,3.7704166666666667,1.9099375,sad,3,02,strong,01,Kids are talking by the door,02,female,0,02
86,04-02-02-01-02.wav,48000,16000,3.7036875,1.8285625,sad,3,02,strong,02,Dogs are sitting by the door,01,female,0,02
87,04-02-02-02-02.wav,48000,16000,3.6703333333333332,1.99125,sad,3,02,strong,02,Dogs are sitting by the door,02,female,0,02
88,05-01-01-01-02.wav,48000,16000,3.6703333333333332,2.0050625,angry,4,01,normal,01,Kids are talking by the door,01,female,0,02
89,05-01-01-02-02.wav,48000,16000,3.6703333333333332,2.16825,angry,4,01,normal,01,Kids are talking by the door,02,female,0,02
90,05-01-02-01-02.wav,48000,16000,3.7704166666666667,2.15075,angry,4,01,normal,02,Dogs are sitting by the door,01,female,0,02
91,05-01-02-02-02.wav,48000,16000,3.8037916666666667,2.2398125,angry,4,01,normal,02,Dogs are sitting by the door,02,female,0,02
92,05-02-01-01-02.wav,48000,16000,3.9039166666666665,2.465625,angry,4,02,strong,01,Kids are talking by the door,01,female,0,02
93,05-02-01-02-02.wav,48000,16000,4.004,2.4205,angry,4,02,strong,01,Kids are talking by the door,02,female,0,02
94,05-02-02-01-02.wav,48000,16000,4.004,2.3306875,angry,4,02,strong,02,Dogs are sitting by the door,01,female,0,02
95,05-02-02-02-02.wav,48000,16000,4.004,2.248375,angry,4,02,strong,02,Dogs are sitting by the door,02,female,0,02
96,06-01-01-01-02.wav,48000,16000,3.636979166666667,2.549375,fearful,5,01,normal,01,Kids are talking by the door,01,female,0,02
97,06-01-01-02-02.wav,48000,16000,3.7370625,2.2590625,fearful,5,01,normal,01,Kids are talking by the door,02,female,0,02
98,06-01-02-01-02.wav,48000,16000,3.6703333333333332,2.4554375,fearful,5,01,normal,02,Dogs are sitting by the door,01,female,0,02
99,06-01-02-02-02.wav,48000,16000,3.7370625,2.4131875,fearful,5,01,normal,02,Dogs are sitting by the door,02,female,0,02
100,06-02-01-01-02.wav,48000,16000,3.8037916666666667,2.529625,fearful,5,02,strong,01,Kids are talking by the door,01,female,0,02
101,06-02-01-02-02.wav,48000,16000,3.636979166666667,2.6280625,fearful,5,02,strong,01,Kids are talking by the door,02,female,0,02
102,06-02-02-01-02.wav,48000,16000,3.6036041666666665,2.365125,fearful,5,02,strong,02,Dogs are sitting by the door,01,female,0,02
103,06-02-02-02-02.wav,48000,16000,3.6036041666666665,2.5666875,fearful,5,02,strong,02,Dogs are sitting by the door,02,female,0,02
104,07-01-01-01-02.wav,48000,16000,3.6703333333333332,2.00725,disgust,6,01,normal,01,Kids are talking by the door,01,female,0,02
105,07-01-01-02-02.wav,48000,16000,3.636979166666667,1.8188125,disgust,6,01,normal,01,Kids are talking by the door,02,female,0,02
106,07-01-02-01-02.wav,48000,16000,3.8705416666666665,2.140875,disgust,6,01,normal,02,Dogs are sitting by the door,01,female,0,02
107,07-01-02-02-02.wav,48000,16000,3.8371666666666666,2.0528125,disgust,6,01,normal,02,Dogs are sitting by the door,02,female,0,02
108,07-02-01-01-02.wav,48000,16000,4.137458333333333,2.375625,disgust,6,02,strong,01,Kids are talking by the door,01,female,0,02
109,07-02-01-02-02.wav,48000,16000,4.137458333333333,2.4135,disgust,6,02,strong,01,Kids are talking by the door,02,female,0,02
110,07-02-02-01-02.wav,48000,16000,4.004,2.379875,disgust,6,02,strong,02,Dogs are sitting by the door,01,female,0,02
111,07-02-02-02-02.wav,48000,16000,4.037375,2.6148125,disgust,6,02,strong,02,Dogs are sitting by the door,02,female,0,02
112,08-01-01-01-02.wav,48000,16000,3.5368541666666666,2.045375,surprised,7,01,normal,01,Kids are talking by the door,01,female,0,02
113,08-01-01-02-02.wav,48000,16000,3.5368541666666666,1.7705625,surprised,7,01,normal,01,Kids are talking by the door,02,female,0,02
114,08-01-02-01-02.wav,48000,16000,3.6036041666666665,1.7044375,surprised,7,01,normal,02,Dogs are sitting by the door,01,female,0,02
115,08-01-02-02-02.wav,48000,16000,3.536875,1.952625,surprised,7,01,normal,02,Dogs are sitting by the door,02,female,0,02
116,08-02-01-01-02.wav,48000,16000,3.7370625,2.337,surprised,7,02,strong,01,Kids are talking by the door,01,female,0,02
117,08-02-01-02-02.wav,48000,16000,3.7704375,2.3406875,surprised,7,02,strong,01,Kids are talking by the door,02,female,0,02
118,08-02-02-01-02.wav,48000,16000,3.7370833333333335,2.1079375,surprised,7,02,strong,02,Dogs are sitting by the door,01,female,0,02
119,08-02-02-02-02.wav,48000,16000,3.8038125,2.3365,surprised,7,02,strong,02,Dogs are sitting by the door,02,female,0,02
120,01-01-01-01-03.wav,48000,16000,3.4367708333333336,1.7874375,neutral,0,01,normal,01,Kids are talking by the door,01,male,1,03
121,01-01-01-02-03.wav,48000,16000,3.5035,1.98975,neutral,0,01,normal,01,Kids are talking by the door,02,male,1,03
122,01-01-02-01-03.wav,48000,16000,3.5035,1.752125,neutral,0,01,normal,02,Dogs are sitting by the door,01,male,1,03
123,01-01-02-02-03.wav,48000,16000,3.4701458333333335,1.7690625,neutral,0,01,normal,02,Dogs are sitting by the door,02,male,1,03
124,02-01-01-01-03.wav,48000,16000,3.8371666666666666,2.13025,calm,1,01,normal,01,Kids are talking by the door,01,male,1,03
125,02-01-01-02-03.wav,48000,16000,3.7370625,2.152125,calm,1,01,normal,01,Kids are talking by the door,02,male,1,03
126,02-01-02-01-03.wav,48000,16000,3.8371666666666666,2.30575,calm,1,01,normal,02,Dogs are sitting by the door,01,male,1,03
127,02-01-02-02-03.wav,48000,16000,3.970625,2.6945625,calm,1,01,normal,02,Dogs are sitting by the door,02,male,1,03
128,02-02-01-01-03.wav,48000,16000,4.037375,3.4911875,calm,1,02,strong,01,Kids are talking by the door,01,male,1,03
129,02-02-01-02-03.wav,48000,16000,3.970645833333333,2.9968125,calm,1,02,strong,01,Kids are talking by the door,02,male,1,03
130,02-02-02-01-03.wav,48000,16000,4.137458333333333,3.1694375,calm,1,02,strong,02,Dogs are sitting by the door,01,male,1,03
131,02-02-02-02-03.wav,48000,16000,4.004,3.18725,calm,1,02,strong,02,Dogs are sitting by the door,02,male,1,03
132,03-01-01-01-03.wav,48000,16000,3.7704166666666667,2.7145,happy,2,01,normal,01,Kids are talking by the door,01,male,1,03
133,03-01-01-02-03.wav,48000,16000,3.6035833333333334,2.667875,happy,2,01,normal,01,Kids are talking by the door,02,male,1,03
134,03-01-02-01-03.wav,48000,16000,3.5035,2.428,happy,2,01,normal,02,Dogs are sitting by the door,01,male,1,03
135,03-01-02-02-03.wav,48000,16000,3.5035,2.35875,happy,2,01,normal,02,Dogs are sitting by the door,02,male,1,03
136,03-02-01-01-03.wav,48000,16000,4.3043125,3.5440625,happy,2,02,strong,01,Kids are talking by the door,01,male,1,03
137,03-02-01-02-03.wav,48000,16000,4.404395833333333,3.92375,happy,2,02,strong,01,Kids are talking by the door,02,male,1,03
138,03-02-02-01-03.wav,48000,16000,4.137458333333333,3.82775,happy,2,02,strong,02,Dogs are sitting by the door,01,male,1,03
139,03-02-02-02-03.wav,48000,16000,3.8371666666666666,3.43425,happy,2,02,strong,02,Dogs are sitting by the door,02,male,1,03
140,04-01-01-01-03.wav,48000,16000,3.6036041666666665,1.9514375,sad,3,01,normal,01,Kids are talking by the door,01,male,1,03
141,04-01-01-02-03.wav,48000,16000,3.5702291666666666,2.48925,sad,3,01,normal,01,Kids are talking by the door,02,male,1,03
142,04-01-02-01-03.wav,48000,16000,3.5702291666666666,2.608375,sad,3,01,normal,02,Dogs are sitting by the door,01,male,1,03
143,04-01-02-02-03.wav,48000,16000,3.536875,2.4945,sad,3,01,normal,02,Dogs are sitting by the door,02,male,1,03
144,04-02-01-01-03.wav,48000,16000,3.7704375,2.5514375,sad,3,02,strong,01,Kids are talking by the door,01,male,1,03
145,04-02-01-02-03.wav,48000,16000,3.8371666666666666,2.9256875,sad,3,02,strong,01,Kids are talking by the door,02,male,1,03
146,04-02-02-01-03.wav,48000,16000,3.470125,3.3946875,sad,3,02,strong,02,Dogs are sitting by the door,01,male,1,03
147,04-02-02-02-03.wav,48000,16000,3.7036875,2.7875,sad,3,02,strong,02,Dogs are sitting by the door,02,male,1,03
148,05-01-01-01-03.wav,48000,16000,4.004,2.74175,angry,4,01,normal,01,Kids are talking by the door,01,male,1,03
149,05-01-01-02-03.wav,48000,16000,4.070729166666666,3.0728125,angry,4,01,normal,01,Kids are talking by the door,02,male,1,03
150,05-01-02-01-03.wav,48000,16000,3.8038125,3.0786875,angry,4,01,normal,02,Dogs are sitting by the door,01,male,1,03
151,05-01-02-02-03.wav,48000,16000,3.8371666666666666,3.0103125,angry,4,01,normal,02,Dogs are sitting by the door,02,male,1,03
152,05-02-01-01-03.wav,48000,16000,4.404395833333333,4.3640625,angry,4,02,strong,01,Kids are talking by the door,01,male,1,03
153,05-02-01-02-03.wav,48000,16000,4.404416666666667,4.4044375,angry,4,02,strong,01,Kids are talking by the door,02,male,1,03
154,05-02-02-01-03.wav,48000,16000,4.2375625,4.1911875,angry,4,02,strong,02,Dogs are sitting by the door,01,male,1,03
155,05-02-02-02-03.wav,48000,16000,4.5045,4.2059375,angry,4,02,strong,02,Dogs are sitting by the door,02,male,1,03
156,06-01-01-01-03.wav,48000,16000,3.7370833333333335,2.7698125,fearful,5,01,normal,01,Kids are talking by the door,01,male,1,03
157,06-01-01-02-03.wav,48000,16000,3.8371666666666666,3.125875,fearful,5,01,normal,01,Kids are talking by the door,02,male,1,03
158,06-01-02-01-03.wav,48000,16000,3.5035,2.5975625,fearful,5,01,normal,02,Dogs are sitting by the door,01,male,1,03
159,06-01-02-02-03.wav,48000,16000,3.2032083333333334,2.558375,fearful,5,01,normal,02,Dogs are sitting by the door,02,male,1,03
160,06-02-01-01-03.wav,48000,16000,3.3033125,3.2576875,fearful,5,02,strong,01,Kids are talking by the door,01,male,1,03
161,06-02-01-02-03.wav,48000,16000,3.9038958333333333,3.9039375,fearful,5,02,strong,01,Kids are talking by the door,02,male,1,03
162,06-02-02-01-03.wav,48000,16000,3.3033125,3.2505625,fearful,5,02,strong,02,Dogs are sitting by the door,01,male,1,03
163,06-02-02-02-03.wav,48000,16000,3.4367708333333336,3.4368125,fearful,5,02,strong,02,Dogs are sitting by the door,02,male,1,03
164,07-01-01-01-03.wav,48000,16000,4.037375,3.5135625,disgust,6,01,normal,01,Kids are talking by the door,01,male,1,03
165,07-01-01-02-03.wav,48000,16000,3.970645833333333,3.17725,disgust,6,01,normal,01,Kids are talking by the door,02,male,1,03
166,07-01-02-01-03.wav,48000,16000,3.6036041666666665,2.5786875,disgust,6,01,normal,02,Dogs are sitting by the door,01,male,1,03
167,07-01-02-02-03.wav,48000,16000,3.7704375,3.2418125,disgust,6,01,normal,02,Dogs are sitting by the door,02,male,1,03
168,07-02-01-01-03.wav,48000,16000,4.104104166666667,3.3245,disgust,6,02,strong,01,Kids are talking by the door,01,male,1,03
169,07-02-01-02-03.wav,48000,16000,4.104104166666667,3.706375,disgust,6,02,strong,01,Kids are talking by the door,02,male,1,03
170,07-02-02-01-03.wav,48000,16000,3.8371666666666666,3.2335625,disgust,6,02,strong,02,Dogs are sitting by the door,01,male,1,03
171,07-02-02-02-03.wav,48000,16000,3.9372708333333333,3.443125,disgust,6,02,strong,02,Dogs are sitting by the door,02,male,1,03
172,08-01-01-01-03.wav,48000,16000,3.2365625,2.05425,surprised,7,01,normal,01,Kids are talking by the door,01,male,1,03
173,08-01-01-02-03.wav,48000,16000,3.370041666666667,2.0886875,surprised,7,01,normal,01,Kids are talking by the door,02,male,1,03
174,08-01-02-01-03.wav,48000,16000,3.2032083333333334,1.782875,surprised,7,01,normal,02,Dogs are sitting by the door,01,male,1,03
175,08-01-02-02-03.wav,48000,16000,3.5702291666666666,2.155625,surprised,7,01,normal,02,Dogs are sitting by the door,02,male,1,03
176,08-02-01-01-03.wav,48000,16000,3.2699375,2.2781875,surprised,7,02,strong,01,Kids are talking by the door,01,male,1,03
177,08-02-01-02-03.wav,48000,16000,3.6036041666666665,2.3905625,surprised,7,02,strong,01,Kids are talking by the door,02,male,1,03
178,08-02-02-01-03.wav,48000,16000,3.5035,2.6255625,surprised,7,02,strong,02,Dogs are sitting by the door,01,male,1,03
179,08-02-02-02-03.wav,48000,16000,3.2365625,2.05025,surprised,7,02,strong,02,Dogs are sitting by the door,02,male,1,03
180,01-01-01-01-04.wav,48000,16000,3.3032916666666665,1.574,neutral,0,01,normal,01,Kids are talking by the door,01,female,0,04
181,01-01-01-02-04.wav,48000,16000,3.370041666666667,1.53025,neutral,0,01,normal,01,Kids are talking by the door,02,female,0,04
182,01-01-02-01-04.wav,48000,16000,3.2699375,1.406,neutral,0,01,normal,02,Dogs are sitting by the door,01,female,0,04
183,01-01-02-02-04.wav,48000,16000,3.2365625,1.357,neutral,0,01,normal,02,Dogs are sitting by the door,02,female,0,04
184,02-01-01-01-04.wav,48000,16000,3.8037916666666667,2.207,calm,1,01,normal,01,Kids are talking by the door,01,female,0,04
185,02-01-01-02-04.wav,48000,16000,3.7370625,2.184125,calm,1,01,normal,01,Kids are talking by the door,02,female,0,04
186,02-01-02-01-04.wav,48000,16000,3.636979166666667,2.3855625,calm,1,01,normal,02,Dogs are sitting by the door,01,female,0,04
187,02-01-02-02-04.wav,48000,16000,3.57025,1.9088125,calm,1,01,normal,02,Dogs are sitting by the door,02,female,0,04
188,02-02-01-01-04.wav,48000,16000,3.970625,2.33325,calm,1,02,strong,01,Kids are talking by the door,01,female,0,04
189,02-02-01-02-04.wav,48000,16000,3.8038125,2.436625,calm,1,02,strong,01,Kids are talking by the door,02,female,0,04
190,02-02-02-01-04.wav,48000,16000,3.8037916666666667,2.8729375,calm,1,02,strong,02,Dogs are sitting by the door,01,female,0,04
191,02-02-02-02-04.wav,48000,16000,4.037375,2.2275625,calm,1,02,strong,02,Dogs are sitting by the door,02,female,0,04
192,03-01-01-01-04.wav,48000,16000,3.5035,1.6721875,happy,2,01,normal,01,Kids are talking by the door,01,female,0,04
193,03-01-01-02-04.wav,48000,16000,3.5368541666666666,1.7365625,happy,2,01,normal,01,Kids are talking by the door,02,female,0,04
194,03-01-02-01-04.wav,48000,16000,3.5035,1.768125,happy,2,01,normal,02,Dogs are sitting by the door,01,female,0,04
195,03-01-02-02-04.wav,48000,16000,3.4367708333333336,1.604125,happy,2,01,normal,02,Dogs are sitting by the door,02,female,0,04
196,03-02-01-01-04.wav,48000,16000,3.8705416666666665,2.6598125,happy,2,02,strong,01,Kids are talking by the door,01,female,0,04
197,03-02-01-02-04.wav,48000,16000,3.5702291666666666,1.75275,happy,2,02,strong,01,Kids are talking by the door,02,female,0,04
198,03-02-02-01-04.wav,48000,16000,3.6036041666666665,1.84025,happy,2,02,strong,02,Dogs are sitting by the door,01,female,0,04
199,03-02-02-02-04.wav,48000,16000,3.7704166666666667,2.5983125,happy,2,02,strong,02,Dogs are sitting by the door,02,female,0,04
200,04-01-01-01-04.wav,48000,16000,3.370041666666667,1.533875,sad,3,01,normal,01,Kids are talking by the door,01,female,0,04
201,04-01-01-02-04.wav,48000,16000,3.403395833333333,1.6874375,sad,3,01,normal,01,Kids are talking by the door,02,female,0,04
202,04-01-02-01-04.wav,48000,16000,3.4367708333333336,1.915125,sad,3,01,normal,02,Dogs are sitting by the door,01,female,0,04
203,04-01-02-02-04.wav,48000,16000,3.470125,1.9388125,sad,3,01,normal,02,Dogs are sitting by the door,02,female,0,04
204,04-02-01-01-04.wav,48000,16000,3.6703333333333332,2.172875,sad,3,02,strong,01,Kids are talking by the door,01,female,0,04
205,04-02-01-02-04.wav,48000,16000,3.7704375,2.0105625,sad,3,02,strong,01,Kids are talking by the door,02,female,0,04
206,04-02-02-01-04.wav,48000,16000,3.7704375,2.429125,sad,3,02,strong,02,Dogs are sitting by the door,01,female,0,04
207,04-02-02-02-04.wav,48000,16000,3.7704375,2.2021875,sad,3,02,strong,02,Dogs are sitting by the door,02,female,0,04
208,05-01-01-01-04.wav,48000,16000,3.703708333333333,2.05125,angry,4,01,normal,01,Kids are talking by the door,01,female,0,04
209,05-01-01-02-04.wav,48000,16000,3.6036041666666665,1.872875,angry,4,01,normal,01,Kids are talking by the door,02,female,0,04
210,05-01-02-01-04.wav,48000,16000,3.470125,1.8538125,angry,4,01,normal,02,Dogs are sitting by the door,01,female,0,04
211,05-01-02-02-04.wav,48000,16000,3.7370625,2.0426875,angry,4,01,normal,02,Dogs are sitting by the door,02,female,0,04
